countrycode,group,groupvalue,sr,indicator,grouplabel,regid,value,ss,se,country,iso2,sp_pop_totl,theme,abs
KEN,region,3,wb,govtsupport,Kilifi,KE.KF,95.454544,88,2.2331986,Kenya,KE,53771000,sp,505725.81
KEN,region,3,wb,healthseeking,Kilifi,KE.KF,,23,8.0810471,Kenya,KE,53771000,hn,
KEN,region,45,wb,govtsupport,Kisii,KE.KI,99.242424,132,.75757575,Kenya,KE,53771000,sp,788691.5
KEN,region,45,wb,remotelearning,Kisii,KE.KI,18.085106,94,3.9911726,Kenya,KE,53771000,ed,109790.8
KEN,region,45,wb,healthseeking,Kisii,KE.KI,7.1428604,28,4.9563475,Kenya,KE,53771000,hn,47291
KEN,region,45,wb,fsec,Kisii,KE.KI,46.21212,132,4.3559661,Kenya,KE,53771000,hn,367253.28
KEN,region,34,wb,govtsupport,Kajiado,KE.KJ,97.402596,77,1.8245178,Kenya,KE,53771000,sp,451540.91
KEN,region,34,wb,fsec,Kajiado,KE.KJ,40.259739,77,5.6255145,Kenya,KE,53771000,hn,186636.91
KEN,region,34,wb,remotelearning,Kajiado,KE.KJ,11.764709,51,4.5564508,Kenya,KE,53771000,ed,38749.707
KEN,region,34,wb,healthseeking,Kajiado,KE.KJ,,17,10.604563,Kenya,KE,53771000,hn,
KEN,region,37,wb,govtsupport,Kakamega,KE.KK,98.260872,115,1.2243454,Kenya,KE,53771000,sp,680321.69
KEN,region,37,wb,healthseeking,Kakamega,KE.KK,5.8823547,34,4.0959449,Kenya,KE,53771000,hn,47290.996
KEN,region,37,wb,fsec,Kakamega,KE.KK,52.173912,115,4.6785007,Kenya,KE,53771000,hn,361232.72
KEN,region,37,wb,remotelearning,Kakamega,KE.KK,20.224716,89,4.2818761,Kenya,KE,53771000,ed,116249.07
KEN,region,35,wb,healthseeking,Kericho,KE.KR,31.034485,29,8.7429752,Kenya,KE,53771000,hn,212809.42
KEN,region,35,wb,remotelearning,Kericho,KE.KR,16.666664,60,4.8518543,Kenya,KE,53771000,ed,64582.816
KEN,region,35,wb,fsec,Kericho,KE.KR,28.421053,95,4.6520977,Kenya,KE,53771000,hn,162554.73
KEN,region,35,wb,govtsupport,Kericho,KE.KR,97.894737,95,1.4807063,Kenya,KE,53771000,sp,559910.75
KEN,region,15,wb,healthseeking,Kitui,KE.KT,,17,11.391128,Kenya,KE,53771000,hn,
KEN,region,15,wb,fsec,Kitui,KE.KT,40.217392,92,5.1401248,Kenya,KE,53771000,hn,222760.19
KEN,region,15,wb,remotelearning,Kitui,KE.KT,19.047623,63,4.9869995,Kenya,KE,53771000,ed,77499.406
KEN,region,15,wb,govtsupport,Kitui,KE.KT,100,92,0,Kenya,KE,53771000,sp,553890.19
KEN,region,42,wb,fsec,Kisumu,KE.KU,53.103447,145,4.1586328,Kenya,KE,53771000,hn,463582
KEN,region,42,wb,healthseeking,Kisumu,KE.KU,7.8431396,51,3.8021019,Kenya,KE,53771000,hn,94581.992
KEN,region,42,wb,remotelearning,Kisumu,KE.KU,17.525772,97,3.8802714,Kenya,KE,53771000,ed,109790.8
KEN,region,42,wb,govtsupport,Kisumu,KE.KU,94.482758,145,1.9026374,Kenya,KE,53771000,sp,824814.75
KEN,region,2,wb,healthseeking,Kwale,KE.KW,8,25,5.5377493,Kenya,KE,53771000,hn,47290.98
KEN,region,2,wb,fsec,Kwale,KE.KW,53.623188,69,6.0474501,Kenya,KE,53771000,hn,222760.19
KEN,region,2,wb,remotelearning,Kwale,KE.KW,26.92308,52,6.2110839,Kenya,KE,53771000,ed,90415.969
KEN,region,2,wb,govtsupport,Kwale,KE.KW,86.95652,69,4.0840716,Kenya,KE,53771000,sp,361232.72
KEN,region,20,wb,govtsupport,Kirinyaga,KE.KY,97.826088,92,1.5287192,Kenya,KE,53771000,sp,541849.13
KEN,region,20,wb,fsec,Kirinyaga,KE.KY,30.434782,92,4.8234801,Kenya,KE,53771000,hn,168575.28
KEN,region,20,wb,remotelearning,Kirinyaga,KE.KY,26.92308,52,6.2110839,Kenya,KE,53771000,ed,90415.969
KEN,region,20,wb,healthseeking,Kirinyaga,KE.KY,,20,8.1917801,Kenya,KE,53771000,hn,
KEN,region,31,wb,govtsupport,Laikipia,KE.LK,96.330276,109,1.8091987,Kenya,KE,53771000,sp,632157.31
KEN,region,31,wb,fsec,Laikipia,KE.LK,35.779816,109,4.6125698,Kenya,KE,53771000,hn,234801.27
KEN,region,31,wb,remotelearning,Laikipia,KE.LK,21.333336,75,4.7622137,Kenya,KE,53771000,ed,103332.54
KEN,region,31,wb,healthseeking,Laikipia,KE.LK,,20,8.1917801,Kenya,KE,53771000,hn,
KEN,region,5,wb,fsec,Lamu,KE.LM,51.948051,77,5.7310386,Kenya,KE,53771000,hn,240821.81
KEN,region,5,wb,healthseeking,Lamu,KE.LM,,21,6.5638328,Kenya,KE,53771000,hn,
KEN,region,5,wb,govtsupport,Lamu,KE.LM,97.402596,77,1.8245178,Kenya,KE,53771000,sp,451540.91
KEN,region,5,wb,remotelearning,Lamu,KE.LM,28.571426,49,6.5205069,Kenya,KE,53771000,ed,90415.945
KEN,region,10,wb,healthseeking,Marsabit,KE.MB,,10,0,Kenya,KE,53771000,hn,
KEN,region,10,wb,remotelearning,Marsabit,KE.MB,35.714287,28,9.2213888,Kenya,KE,53771000,ed,64582.828
KEN,region,10,wb,fsec,Marsabit,KE.MB,51.42857,35,8.5714283,Kenya,KE,53771000,hn,108369.82
KEN,region,10,wb,govtsupport,Marsabit,KE.MB,100,35,0,Kenya,KE,53771000,sp,210719.11
KEN,region,16,wb,fsec,Machakos,KE.MC,38.636364,132,4.2542009,Kenya,KE,53771000,hn,307047.84
KEN,region,16,wb,govtsupport,Machakos,KE.MC,97.727272,132,1.3021047,Kenya,KE,53771000,sp,776650.38
KEN,region,16,wb,healthseeking,Machakos,KE.MC,8,25,5.5377493,Kenya,KE,53771000,hn,47290.98
KEN,region,16,wb,remotelearning,Machakos,KE.MC,18.421051,76,4.4762635,Kenya,KE,53771000,ed,90415.953
KEN,region,9,wb,healthseeking,Mandera,KE.MD,,6,16.666666,Kenya,KE,53771000,hn,
KEN,region,9,wb,govtsupport,Mandera,KE.MD,88.46154,26,6.3897104,Kenya,KE,53771000,sp,138472.55
KEN,region,9,wb,fsec,Mandera,KE.MD,50,26,10,Kenya,KE,53771000,hn,78267.094
KEN,region,9,wb,remotelearning,Mandera,KE.MD,,17,10.604563,Kenya,KE,53771000,ed,
KEN,region,12,wb,healthseeking,Meru,KE.ME,18.518517,27,7.6180868,Kenya,KE,53771000,hn,118227.44
KEN,region,12,wb,govtsupport,Meru,KE.ME,98.809525,84,1.1904762,Kenya,KE,53771000,sp,499705.31
KEN,region,12,wb,fsec,Meru,KE.ME,38.095238,84,5.3303819,Kenya,KE,53771000,hn,192657.47
KEN,region,12,wb,remotelearning,Meru,KE.ME,20.370369,54,5.5322127,Kenya,KE,53771000,ed,71041.102
KEN,region,44,wb,govtsupport,Migori,KE.MG,100,76,0,Kenya,KE,53771000,sp,457561.5
KEN,region,44,wb,fsec,Migori,KE.MG,57.894737,76,5.7010794,Kenya,KE,53771000,hn,264904.03
KEN,region,44,wb,healthseeking,Migori,KE.MG,3.4482727,29,3.4482758,Kenya,KE,53771000,hn,23645.467
KEN,region,44,wb,remotelearning,Migori,KE.MG,14.285713,63,4.4440789,Kenya,KE,53771000,ed,58124.539
KEN,region,17,wb,remotelearning,Makueni,KE.MK,19.117645,68,4.8040409,Kenya,KE,53771000,ed,83957.664
KEN,region,17,wb,govtsupport,Makueni,KE.MK,99.047623,105,.95238096,Kenya,KE,53771000,sp,626136.81
KEN,region,17,wb,fsec,Makueni,KE.MK,37.142857,105,4.7380352,Kenya,KE,53771000,hn,234801.28
KEN,region,17,wb,healthseeking,Makueni,KE.MK,,16,11.18034,Kenya,KE,53771000,hn,
KEN,region,1,wb,remotelearning,Mombasa,KE.MM,20,70,4.815434,Kenya,KE,53771000,ed,90415.961
KEN,region,1,wb,healthseeking,Mombasa,KE.MM,,19,9.6091681,Kenya,KE,53771000,hn,
KEN,region,1,wb,fsec,Mombasa,KE.MM,50.387596,129,4.4192848,Kenya,KE,53771000,hn,391335.47
KEN,region,1,wb,govtsupport,Mombasa,KE.MM,93.798447,129,2.131783,Kenya,KE,53771000,sp,728486.06
KEN,region,21,wb,remotelearning,Muranga,KE.MU,28.070175,57,6.0045857,Kenya,KE,53771000,ed,103332.52
KEN,region,21,wb,fsec,Muranga,KE.MU,38.709679,93,5.0782237,Kenya,KE,53771000,hn,216739.66
KEN,region,21,wb,govtsupport,Muranga,KE.MU,98.924728,93,1.0752689,Kenya,KE,53771000,sp,553890.19
KEN,region,21,wb,healthseeking,Muranga,KE.MU,14.814812,27,6.9669623,Kenya,KE,53771000,hn,94581.938
KEN,region,47,wb,healthseeking,Nairobi,KE.NB,18.75,48,5.6932912,Kenya,KE,53771000,hn,212809.39
KEN,region,47,wb,fsec,Nairobi,KE.NB,47.950821,244,3.2048066,Kenya,KE,53771000,hn,704403.88
KEN,region,47,wb,govtsupport,Nairobi,KE.NB,97.131149,244,1.0708539,Kenya,KE,53771000,sp,1426869.4
KEN,region,47,wb,remotelearning,Nairobi,KE.NB,15.267174,131,3.1545217,Kenya,KE,53771000,ed,129165.64
KEN,region,29,wb,remotelearning,Nandi,KE.ND,18.181816,55,5.2486386,Kenya,KE,53771000,ed,64582.82
KEN,region,29,wb,healthseeking,Nandi,KE.ND,,20,5,Kenya,KE,53771000,hn,
KEN,region,29,wb,govtsupport,Nandi,KE.ND,100,86,0,Kenya,KE,53771000,sp,517766.94
KEN,region,29,wb,fsec,Nandi,KE.ND,31.39535,86,5.0338464,Kenya,KE,53771000,hn,162554.73
KEN,region,19,wb,govtsupport,Nyeri,KE.NI,96.153847,104,1.894864,Kenya,KE,53771000,sp,602054.56
KEN,region,19,wb,remotelearning,Nyeri,KE.NI,12.068962,58,4.3148794,Kenya,KE,53771000,ed,45207.965
KEN,region,19,wb,fsec,Nyeri,KE.NI,34.615383,104,4.6876345,Kenya,KE,53771000,hn,216739.64
KEN,region,19,wb,healthseeking,Nyeri,KE.NI,26.92308,26,8.8712025,Kenya,KE,53771000,hn,165518.44
KEN,region,32,wb,govtsupport,Nakuru,KE.NK,98.701302,154,.91531456,Kenya,KE,53771000,sp,915122.94
KEN,region,32,wb,healthseeking,Nakuru,KE.NK,22.85714,35,7.2014403,Kenya,KE,53771000,hn,189163.89
KEN,region,32,wb,fsec,Nakuru,KE.NK,38.311687,154,3.9302609,Kenya,KE,53771000,hn,355212.19
KEN,region,32,wb,remotelearning,Nakuru,KE.NK,20.588234,102,4.0233822,Kenya,KE,53771000,ed,135623.92
KEN,region,46,wb,remotelearning,Nyamira,KE.NM,10.416664,48,4.4558344,Kenya,KE,53771000,ed,32291.404
KEN,region,46,wb,healthseeking,Nyamira,KE.NM,,11,12.196734,Kenya,KE,53771000,hn,
KEN,region,46,wb,govtsupport,Nyamira,KE.NM,98.529411,68,1.4705882,Kenya,KE,53771000,sp,403376.53
KEN,region,46,wb,fsec,Nyamira,KE.NM,55.882355,68,6.066052,Kenya,KE,53771000,hn,228780.73
KEN,region,18,wb,fsec,Nyandarua,KE.NN,33.962265,106,4.6216788,Kenya,KE,53771000,hn,216739.64
KEN,region,18,wb,remotelearning,Nyandarua,KE.NN,24.63768,69,5.2254367,Kenya,KE,53771000,ed,109790.8
KEN,region,18,wb,healthseeking,Nyandarua,KE.NN,,20,6.882472,Kenya,KE,53771000,hn,
KEN,region,18,wb,govtsupport,Nyandarua,KE.NN,99.056602,106,.94339621,Kenya,KE,53771000,sp,632157.25
KEN,region,33,wb,govtsupport,Narok,KE.NR,100,52,0,Kenya,KE,53771000,sp,313068.38
KEN,region,33,wb,remotelearning,Narok,KE.NR,12.121216,33,5.7695251,Kenya,KE,53771000,ed,25833.139
KEN,region,33,wb,fsec,Narok,KE.NR,40.384617,52,6.870717,Kenya,KE,53771000,hn,126431.47
KEN,region,33,wb,healthseeking,Narok,KE.NR,,13,12.162606,Kenya,KE,53771000,hn,
KEN,region,13,wb,govtsupport,Tharaka-Nithi,KE.NT,100,72,0,Kenya,KE,53771000,sp,433479.28
KEN,region,13,wb,healthseeking,Tharaka-Nithi,KE.NT,,24,6.8959661,Kenya,KE,53771000,hn,
KEN,region,13,wb,remotelearning,Tharaka-Nithi,KE.NT,22.727272,44,6.3907609,Kenya,KE,53771000,ed,64582.824
KEN,region,13,wb,fsec,Tharaka-Nithi,KE.NT,43.055557,72,5.8763967,Kenya,KE,53771000,hn,186636.92
KEN,region,25,wb,fsec,Samburu,KE.SA,51.724136,29,9.4434919,Kenya,KE,53771000,hn,90308.188
KEN,region,25,wb,govtsupport,Samburu,KE.SA,96.551727,29,3.4482758,Kenya,KE,53771000,sp,168575.28
KEN,region,25,wb,remotelearning,Samburu,KE.SA,,22,9.7185907,Kenya,KE,53771000,ed,
KEN,region,25,wb,healthseeking,Samburu,KE.SA,,9,17.568209,Kenya,KE,53771000,hn,
KEN,region,41,wb,healthseeking,Siaya,KE.SI,3.030304,33,3.030303,Kenya,KE,53771000,hn,23645.496
KEN,region,41,wb,fsec,Siaya,KE.SI,52.427185,103,4.944901,Kenya,KE,53771000,hn,325109.47
KEN,region,41,wb,remotelearning,Siaya,KE.SI,20,80,4.5003514,Kenya,KE,53771000,ed,103332.52
KEN,region,41,wb,govtsupport,Siaya,KE.SI,95.14563,103,2.1279466,Kenya,KE,53771000,sp,590013.44
KEN,region,26,wb,fsec,Trans-Nzoia,KE.TN,40.243904,82,5.448772,Kenya,KE,53771000,hn,198678.03
KEN,region,26,wb,remotelearning,Trans-Nzoia,KE.TN,13.114754,61,4.3579021,Kenya,KE,53771000,ed,51666.262
KEN,region,26,wb,healthseeking,Trans-Nzoia,KE.TN,,20,9.1766291,Kenya,KE,53771000,hn,
KEN,region,26,wb,govtsupport,Trans-Nzoia,KE.TN,98.780487,82,1.2195122,Kenya,KE,53771000,sp,487664.22
KEN,region,4,wb,fsec,Tana River,KE.TR,54.166668,48,7.2678819,Kenya,KE,53771000,hn,156534.2
KEN,region,4,wb,govtsupport,Tana River,KE.TR,93.75,48,3.5308292,Kenya,KE,53771000,sp,270924.56
KEN,region,4,wb,remotelearning,Tana River,KE.TR,23.684212,38,6.9893341,Kenya,KE,53771000,ed,58124.547
KEN,region,4,wb,healthseeking,Tana River,KE.TR,,15,6.6666665,Kenya,KE,53771000,hn,
KEN,region,6,wb,healthseeking,Taita-Taveta,KE.TT,,15,10.69045,Kenya,KE,53771000,hn,
KEN,region,6,wb,remotelearning,Taita-Taveta,KE.TT,17.1875,64,4.7531776,Kenya,KE,53771000,ed,71041.109
KEN,region,6,wb,fsec,Taita-Taveta,KE.TT,44.897961,98,5.0502315,Kenya,KE,53771000,hn,264904.03
KEN,region,6,wb,govtsupport,Taita-Taveta,KE.TT,97.959183,98,1.4356172,Kenya,KE,53771000,sp,577972.38
KEN,region,23,wb,fsec,Turkana,KE.TU,,21,8.7805185,Kenya,KE,53771000,hn,
KEN,region,23,wb,healthseeking,Turkana,KE.TU,,7,14.285714,Kenya,KE,53771000,hn,
KEN,region,23,wb,govtsupport,Turkana,KE.TU,,21,4.7619047,Kenya,KE,53771000,sp,
KEN,region,23,wb,remotelearning,Turkana,KE.TU,,16,11.18034,Kenya,KE,53771000,ed,
KEN,region,27,wb,fsec,Uasin-Gishu,KE.UG,41,100,4.9431105,Kenya,KE,53771000,hn,246842.38
KEN,region,27,wb,govtsupport,Uasin-Gishu,KE.UG,98,100,1.407053,Kenya,KE,53771000,sp,590013.44
KEN,region,27,wb,remotelearning,Uasin-Gishu,KE.UG,18.032784,61,4.9633613,Kenya,KE,53771000,ed,71041.094
KEN,region,27,wb,healthseeking,Uasin-Gishu,KE.UG,17.241379,29,7.1386094,Kenya,KE,53771000,hn,118227.45
KEN,region,38,wb,remotelearning,Vihiga,KE.VI,16.279068,86,4.0042605,Kenya,KE,53771000,ed,90415.945
KEN,region,38,wb,govtsupport,Vihiga,KE.VI,98.305084,118,1.1933533,Kenya,KE,53771000,sp,698383.31
KEN,region,38,wb,healthseeking,Vihiga,KE.VI,12.5,32,5.939887,Kenya,KE,53771000,hn,94581.961
KEN,region,38,wb,fsec,Vihiga,KE.VI,62.711864,118,4.4706149,Kenya,KE,53771000,hn,445520.38
KEN,region,8,wb,healthseeking,Wajir,KE.WJ,,13,13.323468,Kenya,KE,53771000,hn,
KEN,region,8,wb,remotelearning,Wajir,KE.WJ,,20,11.413289,Kenya,KE,53771000,ed,
KEN,region,8,wb,fsec,Wajir,KE.WJ,50,32,8.9802647,Kenya,KE,53771000,hn,96328.734
KEN,region,8,wb,govtsupport,Wajir,KE.WJ,100,32,0,Kenya,KE,53771000,sp,192657.47
KEN,region,24,wb,fsec,West Pokot,KE.WP,43.333332,30,9.2018652,Kenya,KE,53771000,hn,78267.094
KEN,region,24,wb,healthseeking,West Pokot,KE.WP,,9,0,Kenya,KE,53771000,hn,
KEN,region,24,wb,remotelearning,West Pokot,KE.WP,,23,8.793911,Kenya,KE,53771000,ed,
KEN,region,24,wb,govtsupport,West Pokot,KE.WP,100,30,0,Kenya,KE,53771000,sp,180616.36
MLI,region,1,wb,healthseeking,Kayes,MLDHS2018427002,6.1643829,146,1.9973063,Mali,ML,20251000,hn,76262.563
MLI,region,1,wb,govtsupport,Kayes,MLDHS2018427002,90.128754,233,1.9582748,Mali,ML,20251000,sp,1210070.3
MLI,region,1,wb,fsec,Kayes,MLDHS2018427002,16.309013,233,2.4255443,Mali,ML,20251000,hn,218504.38
MLI,region,2,wb,govtsupport,Koulikoro,MLDHS2018427003,92.888885,225,1.7172227,Mali,ML,20251000,sp,1204308
MLI,region,2,wb,healthseeking,Koulikoro,MLDHS2018427003,3.2679749,153,1.4421241,Mali,ML,20251000,hn,42368.105
MLI,region,2,wb,fsec,Koulikoro,MLDHS2018427003,12.888889,225,2.2388268,Mali,ML,20251000,hn,166753.33
MLI,region,3,wb,fsec,Sikasso,MLDHS2018427005,11.538462,286,1.8924689,Mali,ML,20251000,hn,189753.78
MLI,region,3,wb,govtsupport,Sikasso,MLDHS2018427005,94.055946,286,1.4005936,Mali,ML,20251000,sp,1550042.4
MLI,region,3,wb,healthseeking,Sikasso,MLDHS2018427005,5.0228348,219,1.4792979,Mali,ML,20251000,hn,93209.875
MLI,region,4,wb,healthseeking,Ségou,MLDHS2018427006,2.6490097,151,1.3111914,Mali,ML,20251000,hn,33894.512
MLI,region,4,wb,fsec,Ségou,MLDHS2018427006,12.442396,217,2.2458053,Mali,ML,20251000,hn,155253.09
MLI,region,4,wb,govtsupport,Ségou,MLDHS2018427006,99.539169,217,.4608295,Mali,ML,20251000,sp,1244643.6
MLI,region,5,wb,fsec,Mopti,MLDHS2018427008,20.276497,217,2.7356641,Mali,ML,20251000,hn,253005.05
MLI,region,5,wb,healthseeking,Mopti,MLDHS2018427008,2.1126785,142,1.2110724,Mali,ML,20251000,hn,25420.887
MLI,region,5,wb,govtsupport,Mopti,MLDHS2018427008,91.203705,216,1.9316878,Mali,ML,20251000,sp,1135161.1
MLI,region,8,wb,healthseeking,Kidal,MLDHS2018427011,,7,0,Mali,ML,20251000,hn,
MLI,region,8,wb,govtsupport,Kidal,MLDHS2018427011,,17,0,Mali,ML,20251000,sp,
MLI,region,8,wb,fsec,Kidal,MLDHS2018427011,,17,5.8823528,Mali,ML,20251000,hn,
MLI,region,7,wb,govtsupport,Gao,MLDHS2018427012,94.444443,54,3.1464007,Mali,ML,20251000,sp,293874.22
MLI,region,7,wb,healthseeking,Gao,MLDHS2018427012,2.173912,46,2.173913,Mali,ML,20251000,hn,8473.6143
MLI,region,7,wb,fsec,Gao,MLDHS2018427012,14.814815,54,4.8796897,Mali,ML,20251000,hn,46000.918
MLI,region,6,wb,fsec,Tombouctou,MLDHS2018427013,17.073172,82,4.1808262,Mali,ML,20251000,hn,80501.609
MLI,region,6,wb,govtsupport,Tombouctou,MLDHS2018427013,92.68293,82,2.8935173,Mali,ML,20251000,sp,437930.19
MLI,region,6,wb,healthseeking,Tombouctou,MLDHS2018427013,5.1724167,58,2.9334354,Mali,ML,20251000,hn,25420.869
MLI,region,9,wb,fsec,Bamako,MLDHS2018427014,14.385965,570,1.4712479,Mali,ML,20251000,hn,471509.41
MLI,region,9,wb,govtsupport,Bamako,MLDHS2018427014,93.827164,567,1.0115761,Mali,ML,20251000,sp,3065511.3
MLI,region,9,wb,healthseeking,Bamako,MLDHS2018427014,4.891304,368,1.1258731,Mali,ML,20251000,hn,152525.13
MWI,region,312,wb,govtsupport,Balaka,MW.BA,100,53,0,Malawi,MW,19130000,sp,312490.72
MWI,region,312,wb,healthseeking,Balaka,MW.BA,2.7777786,36,2.7777777,Malawi,MW,19130000,hn,7451.5098
MWI,region,312,wb,fsec,Balaka,MW.BA,79.245285,53,5.6239758,Malawi,MW,19130000,hn,247634.16
MWI,region,312,wb,schoolreturn,Balaka,MW.BA,11.36364,44,4.8398333,Malawi,MW,19130000,ed,27214.592
MWI,region,305,wb,fsec,Blantyre,MW.BL,60.563381,142,4.1157155,Malawi,MW,19130000,hn,507060.44
MWI,region,305,wb,govtsupport,Blantyre,MW.BL,100,142,0,Malawi,MW,19130000,sp,837239.31
MWI,region,305,wb,schoolreturn,Blantyre,MW.BL,25.96154,104,4.3199158,Malawi,MW,19130000,ed,146958.75
MWI,region,305,wb,healthseeking,Blantyre,MW.BL,.86206818,116,.86206895,Malawi,MW,19130000,hn,7451.5005
MWI,region,310,wb,schoolreturn,Chikwawa,MW.CK,,24,8.4681129,Malawi,MW,19130000,ed,
MWI,region,310,wb,govtsupport,Chikwawa,MW.CK,100,31,0,Malawi,MW,19130000,sp,182777.59
MWI,region,310,wb,fsec,Chikwawa,MW.CK,74.19355,31,7.9888926,Malawi,MW,19130000,hn,135609.19
MWI,region,310,wb,healthseeking,Chikwawa,MW.CK,0,26,0,Malawi,MW,19130000,hn,0
MWI,region,304,wb,fsec,Chiradzulu,MW.CR,79.310349,29,7.6553054,Malawi,MW,19130000,hn,135609.19
MWI,region,304,wb,schoolreturn,Chiradzulu,MW.CR,,19,8.5947008,Malawi,MW,19130000,ed,
MWI,region,304,wb,govtsupport,Chiradzulu,MW.CR,96.551727,29,3.4482758,Malawi,MW,19130000,sp,165089.44
MWI,region,304,wb,healthseeking,Chiradzulu,MW.CR,0,25,0,Malawi,MW,19130000,hn,0
MWI,region,101,wb,fsec,Chitipa,MW.CT,50,26,10,Malawi,MW,19130000,hn,76648.664
MWI,region,101,wb,healthseeking,Chitipa,MW.CT,,24,0,Malawi,MW,19130000,hn,
MWI,region,101,wb,govtsupport,Chitipa,MW.CT,96.153847,26,3.8461537,Malawi,MW,19130000,sp,147401.28
MWI,region,101,wb,schoolreturn,Chitipa,MW.CT,,17,8.0547438,Malawi,MW,19130000,ed,
MWI,region,208,wb,schoolreturn,Dedza,MW.DE,20.930229,43,6.2772236,Malawi,MW,19130000,ed,48986.242
MWI,region,208,wb,govtsupport,Dedza,MW.DE,94.736839,57,2.9839301,Malawi,MW,19130000,sp,318386.75
MWI,region,208,wb,fsec,Dedza,MW.DE,64.912277,57,6.377449,Malawi,MW,19130000,hn,218153.89
MWI,region,208,wb,healthseeking,Dedza,MW.DE,0,45,0,Malawi,MW,19130000,hn,0
MWI,region,204,wb,healthseeking,Dowa,MW.DO,4.5454559,44,3.1765285,Malawi,MW,19130000,hn,14903.019
MWI,region,204,wb,schoolreturn,Dowa,MW.DO,14.634148,41,5.5885072,Malawi,MW,19130000,ed,32657.502
MWI,region,204,wb,fsec,Dowa,MW.DO,74.074074,54,6.0195265,Malawi,MW,19130000,hn,235842.03
MWI,region,204,wb,govtsupport,Dowa,MW.DO,100,54,0,Malawi,MW,19130000,sp,318386.75
MWI,region,102,wb,fsec,Karonga,MW.KR,73.684212,38,7.2392664,Malawi,MW,19130000,hn,165089.42
MWI,region,102,wb,schoolreturn,Karonga,MW.KR,10.344826,29,5.7553306,Malawi,MW,19130000,ed,16328.747
MWI,region,102,wb,healthseeking,Karonga,MW.KR,0,26,0,Malawi,MW,19130000,hn,0
MWI,region,102,wb,govtsupport,Karonga,MW.KR,100,38,0,Malawi,MW,19130000,sp,224049.94
MWI,region,201,wb,healthseeking,Kasungu,MW.KS,3.5714264,28,3.5714285,Malawi,MW,19130000,hn,7451.5029
MWI,region,201,wb,govtsupport,Kasungu,MW.KS,97.619049,42,2.3809524,Malawi,MW,19130000,sp,241738.11
MWI,region,201,wb,fsec,Kasungu,MW.KS,78.571426,42,6.4082141,Malawi,MW,19130000,hn,194569.69
MWI,region,201,wb,schoolreturn,Kasungu,MW.KS,12.121216,33,5.7695251,Malawi,MW,19130000,ed,21771.674
MWI,region,206,wb,fsec,Lilongwe,MW.LI,63.756615,378,2.4757473,Malawi,MW,19130000,hn,1420948.4
MWI,region,206,wb,schoolreturn,Lilongwe,MW.LI,27.443611,266,2.7411671,Malawi,MW,19130000,ed,397332.94
MWI,region,206,wb,healthseeking,Lilongwe,MW.LI,1.3333359,300,.66331375,Malawi,MW,19130000,hn,29806.086
MWI,region,206,wb,govtsupport,Lilongwe,MW.LI,99.206352,378,.45699745,Malawi,MW,19130000,sp,2211019.3
MWI,region,207,wb,healthseeking,Mchinji,MW.MC,,11,0,Malawi,MW,19130000,hn,
MWI,region,207,wb,govtsupport,Mchinji,MW.MC,,12,0,Malawi,MW,19130000,sp,
MWI,region,207,wb,schoolreturn,Mchinji,MW.MC,,12,8.333333,Malawi,MW,19130000,ed,
MWI,region,207,wb,fsec,Mchinji,MW.MC,,12,14.213381,Malawi,MW,19130000,hn,
MWI,region,301,wb,govtsupport,Mangochi,MW.MG,100,84,0,Malawi,MW,19130000,sp,495268.31
MWI,region,301,wb,healthseeking,Mangochi,MW.MG,0,73,0,Malawi,MW,19130000,hn,0
MWI,region,301,wb,fsec,Mangochi,MW.MG,88.095238,84,3.5546556,Malawi,MW,19130000,hn,436307.78
MWI,region,301,wb,schoolreturn,Mangochi,MW.MG,4.615387,65,2.6227272,Malawi,MW,19130000,ed,16328.758
MWI,region,302,wb,healthseeking,Machinga,MW.MH,0,52,0,Malawi,MW,19130000,hn,0
MWI,region,302,wb,schoolreturn,Machinga,MW.MH,6.3829803,47,3.6042109,Malawi,MW,19130000,ed,16328.754
MWI,region,302,wb,fsec,Machinga,MW.MH,88.888885,63,3.9912288,Malawi,MW,19130000,hn,330178.84
MWI,region,302,wb,govtsupport,Machinga,MW.MH,100,63,0,Malawi,MW,19130000,sp,371451.22
MWI,region,308,wb,fsec,Mulanje,MW.MJ,74.418602,43,6.7325292,Malawi,MW,19130000,hn,188673.63
MWI,region,308,wb,schoolreturn,Mulanje,MW.MJ,13.333336,30,6.3124275,Malawi,MW,19130000,ed,21771.67
MWI,region,308,wb,govtsupport,Mulanje,MW.MJ,97.674416,43,2.3255813,Malawi,MW,19130000,sp,247634.14
MWI,region,308,wb,healthseeking,Mulanje,MW.MJ,3.5714264,28,3.5714285,Malawi,MW,19130000,hn,7451.5029
MWI,region,306,wb,fsec,Mwanza,MW.MW,,23,10.154334,Malawi,MW,19130000,hn,
MWI,region,306,wb,schoolreturn,Mwanza,MW.MW,,18,9.0387688,Malawi,MW,19130000,ed,
MWI,region,306,wb,govtsupport,Mwanza,MW.MW,,23,0,Malawi,MW,19130000,sp,
MWI,region,306,wb,healthseeking,Mwanza,MW.MW,,16,0,Malawi,MW,19130000,hn,
MWI,region,105,wb,healthseeking,Mzimba,MW.MZ,.94339752,106,.94339621,Malawi,MW,19130000,hn,7451.5176
MWI,region,105,wb,govtsupport,Mzimba,MW.MZ,100,132,0,Malawi,MW,19130000,sp,778278.75
