countrycode,group,groupvalue,sr,round,indicator,grouplabel,regid,value,ss,se,month,year,disagreggation,last,country,iso2,sp_pop_totl,regioncode,regionname,theme,abs
KEN,region,21,wb,2,schoolreturn,Muranga,KE.MU,2.272728,44,2.2727273,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,7049.4443
KEN,region,21,wb,2,govtsupport,Muranga,KE.MU,93,100,2.5643239,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,559910.75
KEN,region,21,wb,2,fsec,Muranga,KE.MU,35,100,4.793725,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,210719.09
KEN,region,21,wb,2,healthseeking,Muranga,KE.MU,,19,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,47,wb,2,govtsupport,Nairobi,KE.NB,96.5812,234,1.1904342,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,1360643.4
KEN,region,47,wb,2,remotelearning,Nairobi,KE.NB,18.796989,133,3.4005039,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,161636.97
KEN,region,47,wb,2,fsec,Nairobi,KE.NB,39.743591,234,3.2059534,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,559910.75
KEN,region,47,wb,2,healthseeking,Nairobi,KE.NB,6.6666641,30,4.6320558,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,56595.898
KEN,region,47,wb,2,schoolreturn,Nairobi,KE.NB,5.4545441,110,2.1751356,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,42296.641
KEN,region,29,wb,2,fsec,Nandi,KE.ND,26.086956,92,4.6031122,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,144493.09
KEN,region,29,wb,2,healthseeking,Nandi,KE.ND,,23,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,29,wb,2,schoolreturn,Nandi,KE.ND,0,56,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,0
KEN,region,29,wb,2,govtsupport,Nandi,KE.ND,98.91304,92,1.0869565,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,547869.63
KEN,region,29,wb,2,remotelearning,Nandi,KE.ND,17.647057,68,4.6573439,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,77585.75
KEN,region,19,wb,2,remotelearning,Nyeri,KE.NI,21.51899,79,4.6531377,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,109913.17
KEN,region,19,wb,2,schoolreturn,Nyeri,KE.NI,0,65,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,0
KEN,region,19,wb,2,healthseeking,Nyeri,KE.NI,7.1428604,28,4.9563475,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,56595.941
KEN,region,19,wb,2,govtsupport,Nyeri,KE.NI,93.07692,130,2.2349908,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,728485.94
KEN,region,19,wb,2,fsec,Nyeri,KE.NI,24.615385,130,3.7927115,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,192657.45
KEN,region,32,wb,2,fsec,Nakuru,KE.NK,33.116882,154,3.8048475,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,307047.81
KEN,region,32,wb,2,remotelearning,Nakuru,KE.NK,19.230766,104,3.8833156,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,129309.58
KEN,region,32,wb,2,healthseeking,Nakuru,KE.NK,7.4074097,27,5.1361127,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,56595.934
KEN,region,32,wb,2,govtsupport,Nakuru,KE.NK,96.103897,154,1.5643721,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,891040.75
KEN,region,32,wb,2,schoolreturn,Nakuru,KE.NK,5.8823547,85,2.5672693,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,35247.223
KEN,region,46,wb,2,fsec,Nyamira,KE.NM,38.554218,83,5.3749576,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,192657.47
KEN,region,46,wb,2,govtsupport,Nyamira,KE.NM,98.795181,83,1.2048193,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,493684.75
KEN,region,46,wb,2,schoolreturn,Nyamira,KE.NM,2,50,2,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,7049.4419
KEN,region,46,wb,2,healthseeking,Nyamira,KE.NM,,13,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,46,wb,2,remotelearning,Nyamira,KE.NM,21.666664,60,5.3634391,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,84051.227
KEN,region,18,wb,2,healthseeking,Nyandarua,KE.NN,,17,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,18,wb,2,govtsupport,Nyandarua,KE.NN,99.082565,109,.91743118,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,650218.88
KEN,region,18,wb,2,fsec,Nyandarua,KE.NN,25.688074,109,4.2041979,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,168575.28
KEN,region,18,wb,2,schoolreturn,Nyandarua,KE.NN,6.1538467,65,3.0039423,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,28197.77
KEN,region,18,wb,2,remotelearning,Nyandarua,KE.NN,20,75,4.6499057,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,96982.195
KEN,region,33,wb,2,healthseeking,Narok,KE.NR,,5,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,33,wb,2,fsec,Narok,KE.NR,32.758621,58,6.2164679,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,114390.38
KEN,region,33,wb,2,schoolreturn,Narok,KE.NR,6.0606079,33,4.2180033,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,14098.889
KEN,region,33,wb,2,remotelearning,Narok,KE.NR,18.918922,37,6.527647,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,45258.367
KEN,region,33,wb,2,govtsupport,Narok,KE.NR,98.275864,58,1.7241379,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,343171.13
KEN,region,13,wb,2,fsec,Tharaka-Nithi,KE.NT,37.362637,91,5.0993433,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,204698.55
KEN,region,13,wb,2,schoolreturn,Tharaka-Nithi,KE.NT,9.0909119,44,4.3840256,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,28197.777
KEN,region,13,wb,2,healthseeking,Tharaka-Nithi,KE.NT,,14,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,13,wb,2,govtsupport,Tharaka-Nithi,KE.NT,98.9011,91,1.0989012,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,541849.13
KEN,region,13,wb,2,remotelearning,Tharaka-Nithi,KE.NT,21.818184,55,5.6203747,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,77585.766
KEN,region,25,wb,2,schoolreturn,Samburu,KE.SA,,20,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,
KEN,region,25,wb,2,remotelearning,Samburu,KE.SA,,20,9.1766291,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,
KEN,region,25,wb,2,fsec,Samburu,KE.SA,48.387096,31,9.1239586,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,90308.188
KEN,region,25,wb,2,healthseeking,Samburu,KE.SA,,2,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,25,wb,2,govtsupport,Samburu,KE.SA,100,31,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,186636.92
KEN,region,41,wb,2,remotelearning,Siaya,KE.SI,25.842697,89,4.6666427,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,148706.03
KEN,region,41,wb,2,govtsupport,Siaya,KE.SI,95.867767,121,1.8169292,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,698383.31
KEN,region,41,wb,2,healthseeking,Siaya,KE.SI,12,25,6.6332498,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,84893.875
KEN,region,41,wb,2,schoolreturn,Siaya,KE.SI,2.5316467,79,1.7786314,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,14098.891
KEN,region,41,wb,2,fsec,Siaya,KE.SI,34.710743,121,4.3457246,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,252862.91
KEN,region,26,wb,2,remotelearning,Trans-Nzoia,KE.TN,23.529411,68,5.1822143,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,103447.67
KEN,region,26,wb,2,govtsupport,Trans-Nzoia,KE.TN,97.777779,90,1.5624957,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,529808.06
KEN,region,26,wb,2,healthseeking,Trans-Nzoia,KE.TN,,18,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,26,wb,2,schoolreturn,Trans-Nzoia,KE.TN,3.7037048,54,2.5940895,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,14098.889
KEN,region,26,wb,2,fsec,Trans-Nzoia,KE.TN,37.777779,90,5.139205,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,204698.56
KEN,region,4,wb,2,fsec,Tana River,KE.TR,53.061226,49,7.2033396,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,156534.19
KEN,region,4,wb,2,healthseeking,Tana River,KE.TR,,13,7.6923075,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,4,wb,2,remotelearning,Tana River,KE.TR,27.777779,36,7.5709462,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,64654.801
KEN,region,4,wb,2,schoolreturn,Tana River,KE.TR,3.125,32,3.125,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,7049.4419
KEN,region,4,wb,2,govtsupport,Tana River,KE.TR,95.918365,49,2.8559279,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,282965.66
KEN,region,6,wb,2,remotelearning,Taita-Taveta,KE.TT,28.571426,56,6.0914493,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,103447.67
KEN,region,6,wb,2,healthseeking,Taita-Taveta,KE.TT,,11,9.090909,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,6,wb,2,fsec,Taita-Taveta,KE.TT,35.051548,97,4.8697019,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,204698.56
KEN,region,6,wb,2,govtsupport,Taita-Taveta,KE.TT,92.783508,97,2.6409667,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,541849.13
KEN,region,6,wb,2,schoolreturn,Taita-Taveta,KE.TT,2.0408173,49,2.0408163,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,7049.4448
KEN,region,23,wb,2,remotelearning,Turkana,KE.TU,,14,13.289435,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,
KEN,region,23,wb,2,schoolreturn,Turkana,KE.TU,,12,8.333333,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,
KEN,region,23,wb,2,fsec,Turkana,KE.TU,,18,10.083169,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,23,wb,2,govtsupport,Turkana,KE.TU,,18,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,
KEN,region,23,wb,2,healthseeking,Turkana,KE.TU,,5,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,27,wb,2,fsec,Uasin-Gishu,KE.UG,28.15534,103,4.4532547,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,174595.83
KEN,region,27,wb,2,schoolreturn,Uasin-Gishu,KE.UG,3.7037048,54,2.5940895,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,14098.889
KEN,region,27,wb,2,govtsupport,Uasin-Gishu,KE.UG,96.116508,103,1.9129794,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,596034.06
KEN,region,27,wb,2,remotelearning,Uasin-Gishu,KE.UG,22.950821,61,5.4288454,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,90516.719
KEN,region,27,wb,2,healthseeking,Uasin-Gishu,KE.UG,,16,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,38,wb,2,schoolreturn,Vihiga,KE.VI,1.515152,66,1.5151515,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,7049.4443
KEN,region,38,wb,2,remotelearning,Vihiga,KE.VI,23.07692,78,4.8014445,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,116378.62
KEN,region,38,wb,2,healthseeking,Vihiga,KE.VI,,20,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,38,wb,2,govtsupport,Vihiga,KE.VI,98.275864,116,1.2138374,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,686342.25
KEN,region,38,wb,2,fsec,Vihiga,KE.VI,45.689655,116,4.6451669,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,319088.94
KEN,region,8,wb,2,schoolreturn,Wajir,KE.WJ,,14,9.7052317,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,
KEN,region,8,wb,2,govtsupport,Wajir,KE.WJ,96.666664,30,3.3333333,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,174595.81
KEN,region,8,wb,2,healthseeking,Wajir,KE.WJ,,4,25,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,8,wb,2,fsec,Wajir,KE.WJ,33.333332,30,8.7537622,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,60205.453
KEN,region,8,wb,2,remotelearning,Wajir,KE.WJ,,20,11.23903,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,
KEN,region,24,wb,2,govtsupport,West Pokot,KE.WP,100,29,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,174595.83
KEN,region,24,wb,2,schoolreturn,West Pokot,KE.WP,,15,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,
KEN,region,24,wb,2,healthseeking,West Pokot,KE.WP,,7,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,24,wb,2,fsec,West Pokot,KE.WP,27.586206,29,8.446516,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,48164.367
KEN,region,24,wb,2,remotelearning,West Pokot,KE.WP,,19,8.5947008,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,
MLI,region,9,wb,4,fsec,Bamako,MLI.1_1,15.355805,534,1.5616053,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,507553.47
MLI,region,9,wb,3,govtsupport,Bamako,MLI.1_1,93.827164,567,1.0115761,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,3321116.5
MLI,region,9,wb,1,remotelearning,Bamako,MLI.1_1,65.237015,443,2.2651367,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,1695000.9
MLI,region,9,wb,5,healthseeking,Bamako,MLI.1_1,3.1830215,377,.90531933,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,101683.35
MLI,region,7,wb,3,govtsupport,Gao,MLI.2_1,94.444443,54,3.1464007,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,318377.69
MLI,region,7,wb,4,fsec,Gao,MLI.2_1,13.953488,43,5.3466702,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,37138.055
MLI,region,7,wb,1,remotelearning,Gao,MLI.2_1,67.857147,28,8.9878979,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,111436.05
MLI,region,7,wb,5,healthseeking,Gao,MLI.2_1,0,33,0,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,0
MLI,region,1,wb,5,healthseeking,Kayes,MLI.3_1,1.3157883,152,.92731774,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,16947.221
MLI,region,1,wb,1,remotelearning,Kayes,MLI.3_1,76.811592,138,3.6056914,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,621695.88
MLI,region,1,wb,4,fsec,Kayes,MLI.3_1,15.837104,221,2.4614265,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,216638.66
MLI,region,1,wb,3,govtsupport,Kayes,MLI.3_1,90.128754,233,1.9582748,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,1310967
MLI,region,8,wb,1,remotelearning,Kidal,MLI.4_1,,5,20,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,
MLI,region,8,wb,3,govtsupport,Kidal,MLI.4_1,,17,0,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,
MLI,region,8,wb,4,fsec,Kidal,MLI.4_1,,13,7.6923075,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,
MLI,region,8,wb,5,healthseeking,Kidal,MLI.4_1,,9,0,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,
MLI,region,2,wb,3,govtsupport,Koulikoro,MLI.5_1,92.888885,225,1.7172227,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,1304724.3
MLI,region,2,wb,4,fsec,Koulikoro,MLI.5_1,12.785388,219,2.2616394,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,173310.92
MLI,region,2,wb,1,remotelearning,Koulikoro,MLI.5_1,77.142853,140,3.5616515,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,633425.94
MLI,region,2,wb,5,healthseeking,Koulikoro,MLI.5_1,2.9761887,168,1.3149562,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,42368.066
MLI,region,5,wb,5,healthseeking,Mopti,MLI.6_1,1.2048187,166,.84935033,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,16947.229
MLI,region,5,wb,4,fsec,Mopti,MLI.6_1,20.095694,209,2.778465,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,259966.41
MLI,region,5,wb,1,remotelearning,Mopti,MLI.6_1,75.423729,118,3.9803298,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,521989.94
MLI,region,5,wb,3,govtsupport,Mopti,MLI.6_1,91.203705,216,1.9316878,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,1229811.9
MLI,region,4,wb,4,fsec,SéGou,MLI.7_1,12.621359,206,2.3194168,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,160931.58
MLI,region,4,wb,5,healthseeking,SéGou,MLI.7_1,2.4242401,165,1.2009835,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,33894.441
MLI,region,4,wb,3,govtsupport,SéGou,MLI.7_1,99.539169,217,.4608295,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,1348423.1
MLI,region,4,wb,1,remotelearning,SéGou,MLI.7_1,78.417267,139,3.5020273,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,639291
MLI,region,3,wb,1,remotelearning,Sikasso,MLI.8_1,72.959183,196,3.1807723,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,838702.94
MLI,region,3,wb,4,fsec,Sikasso,MLI.8_1,11.764706,272,1.9571633,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,198069.63
MLI,region,3,wb,3,govtsupport,Sikasso,MLI.8_1,94.055946,286,1.4005936,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,1679286.4
MLI,region,3,wb,5,healthseeking,Sikasso,MLI.8_1,1.8433151,217,.91523618,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,33894.422
MLI,region,6,wb,5,healthseeking,Tombouctou,MLI.9_1,1.6949158,59,1.6949153,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,8473.6211
MLI,region,6,wb,3,govtsupport,Tombouctou,MLI.9_1,92.68293,82,2.8935173,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,474445.22
MLI,region,6,wb,4,fsec,Tombouctou,MLI.9_1,16.25,80,4.1505489,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,80465.789
MLI,region,6,wb,1,remotelearning,Tombouctou,MLI.9_1,76.190475,42,6.6517172,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,187681.77
MWI,region,206,wb,3,healthseeking,Lilongwe,MWI.11_1,1.3333359,300,.66331375,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,52901.688
MWI,region,206,wb,3,cashtransfer_delay,Lilongwe,MWI.11_1,,3,0,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,sp,
MWI,region,206,wb,2,remotelearning,Lilongwe,MWI.11_1,68.07692,260,2.8966928,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,1013141.3
MWI,region,206,wb,3,schoolreturn,Lilongwe,MWI.11_1,27.443611,266,2.7411671,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,397332.94
MWI,region,206,wb,3,fsec,Lilongwe,MWI.11_1,63.756615,378,2.4757473,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,1420948.4
MWI,region,206,wb,3,govtsupport,Lilongwe,MWI.11_1,99.206352,378,.45699745,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,sp,2211019.3
MWI,region,302,wb,3,fsec,Machinga,MWI.12_1,88.888885,63,3.9912288,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,330178.84
MWI,region,302,wb,3,govtsupport,Machinga,MWI.12_1,100,63,0,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,sp,371451.22
MWI,region,302,wb,2,remotelearning,Machinga,MWI.12_1,90.476189,42,4.5843797,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,217510.55
MWI,region,302,wb,3,schoolreturn,Machinga,MWI.12_1,6.3829803,47,3.6042109,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,16328.754
MWI,region,302,wb,3,healthseeking,Machinga,MWI.12_1,0,52,0,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,0
MWI,region,301,wb,3,healthseeking,Mangochi,MWI.13_1,0,73,0,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,0
MWI,region,301,wb,3,govtsupport,Mangochi,MWI.13_1,100,84,0,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,sp,495268.31
MWI,region,301,wb,3,schoolreturn,Mangochi,MWI.13_1,4.615387,65,2.6227272,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,16328.758
MWI,region,301,wb,3,fsec,Mangochi,MWI.13_1,88.095238,84,3.5546556,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,436307.78
MWI,region,301,wb,2,remotelearning,Mangochi,MWI.13_1,93.650795,63,3.0968461,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,337713.78
MWI,region,207,wb,3,schoolreturn,Mchinji,MWI.14_1,,12,8.333333,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,
MWI,region,207,wb,3,govtsupport,Mchinji,MWI.14_1,,12,0,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,sp,
MWI,region,207,wb,3,healthseeking,Mchinji,MWI.14_1,,11,0,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,
MWI,region,207,wb,2,remotelearning,Mchinji,MWI.14_1,,8,12.5,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,
MWI,region,207,wb,3,fsec,Mchinji,MWI.14_1,,12,14.213381,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,
MWI,region,308,wb,2,remotelearning,Mulanje,MWI.15_1,80,30,7.4278135,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,137375.09
MWI,region,308,wb,3,healthseeking,Mulanje,MWI.15_1,3.5714264,28,3.5714285,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,13225.389
MWI,region,308,wb,3,fsec,Mulanje,MWI.15_1,74.418602,43,6.7325292,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,188673.63
MWI,region,308,wb,3,govtsupport,Mulanje,MWI.15_1,97.674416,43,2.3255813,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,sp,247634.14
MWI,region,308,wb,3,schoolreturn,Mulanje,MWI.15_1,13.333336,30,6.3124275,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,21771.67
MWI,region,306,wb,3,fsec,Mwanza,MWI.16_1,,23,10.154334,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,
MWI,region,306,wb,3,healthseeking,Mwanza,MWI.16_1,,16,0,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,
MWI,region,306,wb,3,govtsupport,Mwanza,MWI.16_1,,23,0,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,sp,
MWI,region,306,wb,2,remotelearning,Mwanza,MWI.16_1,,18,10.083169,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,
MWI,region,306,wb,3,schoolreturn,Mwanza,MWI.16_1,,18,9.0387688,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,
MWI,region,105,wb,3,schoolreturn,Mzimba,MWI.17_1,20.388351,103,3.9891398,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,114301.26
MWI,region,105,wb,3,govtsupport,Mzimba,MWI.17_1,100,132,0,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,sp,778278.75
MWI,region,105,wb,3,fsec,Mzimba,MWI.17_1,61.363636,132,4.2542009,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,477580.16
MWI,region,105,wb,2,remotelearning,Mzimba,MWI.17_1,81.914894,94,3.9911726,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,440745.06
MWI,region,105,wb,3,healthseeking,Mzimba,MWI.17_1,.94339752,106,.94339621,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,13225.415
