countrycode,group,groupvalue,sr,round,indicator,grouplabel,regid,month,year,value,ss,se,disagreggation,last,country,iso2,sp_pop_totl,regioncode,regionname,theme,abs,modate,rr,ip,trends
KHM,region,20,wb,3,healthseeking,Svay Rieng,KHDHS2014417010,11,2020,,8,0,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,hn,,2020m11,,,
KHM,region,14,wb,3,remotelearning,Prey Vêng,KHDHS2014417008,11,2020,,11,0,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,ed,,2020m11,,,
KHM,region,10,wb,3,govtsupport,Krâchéh,KHDHS2014417014,11,2020,,6,16.666666,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,sp,,2020m11,,,
KHM,region,5,wb,3,fsec,Kâmpóng Spœ,KHDHS2014417004,11,2020,,15,13.333333,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,hn,,2020m11,,,
KHM,region,7,wb,3,fsec,Kampot & Kep,KHDHS2014417020,11,2020,38.709679,31,8.8929348,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,hn,150962.47,2020m11,,,
KHM,region,24,wb,3,govtsupport,Battambang & Pailin,KHDHS2014417018,11,2020,,4,25,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,sp,,2020m11,,,
KHM,region,6,wb,3,healthseeking,Kâmpóng Thum,KHDHS2014417005,11,2020,,23,0,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,hn,,2020m11,,,
KHM,region,6,wb,3,govtsupport,Kâmpóng Thum,KHDHS2014417005,11,2020,,9,11.111111,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,sp,,2020m11,,,
KHM,region,3,wb,3,fsec,Kâmpóng Cham,KHDHS2014417002,11,2020,26.923077,26,8.8712025,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,hn,88061.445,2020m11,,,
KHM,region,8,wb,3,healthseeking,Kândal,KHDHS2014417006,11,2020,,16,0,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,hn,,2020m11,,,
KHM,region,8,wb,3,remotelearning,Kândal,KHDHS2014417006,11,2020,,11,9.090909,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,ed,,2020m11,,,
KHM,region,12,wb,3,remotelearning,Phnom Penh,KHDHS2014417007,11,2020,,9,0,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,ed,,2020m11,,,
KHM,region,4,wb,3,govtsupport,Kâmpóng Chhnang,KHDHS2014417003,11,2020,,3,0,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,sp,,2020m11,,,
KHM,region,4,wb,3,healthseeking,Kâmpóng Chhnang,KHDHS2014417003,11,2020,,11,0,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,hn,,2020m11,,,
KHM,region,25,wb,3,healthseeking,Kâmpóng Cham,KHDHS2014417002,11,2020,,20,0,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,hn,,2020m11,,,
KHM,region,12,wb,3,healthseeking,Phnom Penh,KHDHS2014417007,11,2020,,12,0,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,hn,,2020m11,,,
KHM,region,6,wb,3,fsec,Kâmpóng Thum,KHDHS2014417005,11,2020,33.333332,27,9.2450037,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,hn,113221.85,2020m11,,,
KHM,region,25,wb,3,remotelearning,Kâmpóng Cham,KHDHS2014417002,11,2020,,10,0,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,ed,,2020m11,,,
KHM,region,12,wb,3,govtsupport,Phnom Penh,KHDHS2014417007,11,2020,,3,0,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,sp,,2020m11,,,
KHM,region,16,wb,3,fsec,Mondol Kiri & Rattanak Kiri,KHDHS2014417023,11,2020,,5,24.494898,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,hn,,2020m11,,,
KHM,region,3,wb,3,govtsupport,Kâmpóng Cham,KHDHS2014417002,11,2020,,4,0,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,sp,,2020m11,,,
KHM,region,3,wb,3,healthseeking,Kâmpóng Cham,KHDHS2014417002,11,2020,,11,0,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,hn,,2020m11,,,
KHM,region,1,wb,3,fsec,Bântéay Méanchey,KHDHS2014417001,11,2020,25,28,8.333333,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,hn,88061.438,2020m11,,,
KHM,region,5,wb,3,govtsupport,Kâmpóng Spœ,KHDHS2014417004,11,2020,,6,16.666666,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,sp,,2020m11,,,
KHM,region,14,wb,3,fsec,Prey Vêng,KHDHS2014417008,11,2020,,19,10.379087,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,hn,,2020m11,,,
KHM,region,1,wb,3,remotelearning,Bântéay Méanchey,KHDHS2014417001,11,2020,,16,10.077822,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,ed,,2020m11,,,
KHM,region,22,wb,3,remotelearning,Otdar Mean Chey,KHDHS2014417017,11,2020,,5,24.494898,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,ed,,2020m11,,,
KHM,region,6,wb,3,remotelearning,Kâmpóng Thum,KHDHS2014417005,11,2020,,9,0,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,ed,,2020m11,,,
KHM,region,15,wb,3,healthseeking,Pouthisat,KHDHS2014417009,11,2020,,15,0,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,hn,,2020m11,,,
KHM,region,22,wb,3,govtsupport,Otdar Mean Chey,KHDHS2014417017,11,2020,,2,50,1,1,Cambodia,KH,16719000,EAS,East Asia and Pacific,sp,,2020m11,,,
MEX,all,0,ipa,1,govtsupport,National average,,7,2020,91.930618,1326,.74824232,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,sp,36820204,2020m7,,,
MEX,all,0,ipa,1,cashtransfer_delay,National average,,7,2020,32.065216,184,3.4501474,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,sp,12842814,2020m7,,,
MEX,all,0,ipa,1,schoolreturn,National average,,7,2020,13.138687,411,1.6683887,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,ed,3822494.3,2020m7,,,
MEX,all,0,ipa,1,fsec,National average,,7,2020,29.464958,1327,1.2519403,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,hn,11801355,2020m7,,,
MEX,all,0,ipa,1,remotelearning,National average,,7,2020,6.3636398,440,1.165045,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,ed,1851400.9,2020m7,,,
MEX,all,0,ipa,1,healthseeking,National average,,7,2020,33.383686,1324,1.2965149,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,hn,13370890,2020m7,,,
MEX,wealth,5,ipa,1,schoolreturn,Richest 20%,,7,2020,14.634148,41,5.5885072,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,ed,424721.56,2020m7,,,
MEX,wealth,1,ipa,1,govtsupport,Poorest 20%,,7,2020,88.014984,267,1.9913924,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,sp,7098235,2020m7,,,
MEX,wealth,5,ipa,1,cashtransfer_delay,Richest 20%,,7,2020,25,28,8.333333,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,sp,1523723.8,2020m7,,,
MEX,wealth,1,ipa,1,remotelearning,Poorest 20%,,7,2020,9.8591537,142,2.5105629,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,ed,925699.75,2020m7,,,
MEX,wealth,5,ipa,1,govtsupport,Richest 20%,,7,2020,95,260,1.354244,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,sp,7460698,2020m7,,,
MEX,wealth,1,ipa,1,schoolreturn,Poorest 20%,,7,2020,8.6614151,127,2.5057418,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,ed,778655.94,2020m7,,,
MEX,wealth,1,ipa,1,fsec,Poorest 20%,,7,2020,48.314606,267,3.0639546,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,hn,3893541.5,2020m7,,,
MEX,wealth,5,ipa,1,remotelearning,Richest 20%,,7,2020,2.3809509,42,2.3809524,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,ed,66121.383,2020m7,,,
MEX,wealth,1,ipa,1,healthseeking,Poorest 20%,,7,2020,29.588015,267,2.7985971,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,hn,2389819.8,2020m7,,,
MEX,wealth,5,ipa,1,fsec,Richest 20%,,7,2020,14.615385,260,2.1950533,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,hn,1146934.8,2020m7,,,
MEX,wealth,5,ipa,1,healthseeking,Richest 20%,,7,2020,35.135136,259,2.9721158,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,hn,2752830.3,2020m7,,,
MEX,wealth,1,ipa,1,cashtransfer_delay,Poorest 20%,,7,2020,44.736843,38,8.174283,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,sp,3700472,2020m7,,,
MLI,all,0,wb,1,remotelearning,National average,,6,2020,75.372429,1249,1.2195785,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,5521372.5,2020m6,,,
MLI,all,0,wb,1,healthseeking,National average,,6,2020,9.0820313,571,1.2035909,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,992753.94,2020m6,-35.17894,,1
MLI,all,0,wb,1,govtsupport,National average,,6,2020,97.760918,1751,.35367009,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,10686215,2020m6,-1.7458439,,1
MLI,all,0,wb,1,fsec,National average,,6,2020,25.250299,1766,1.0341074,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,2760102.3,2020m6,-18.26923,,1
MLI,location,2,wb,1,fsec,Rural,,6,2020,25.018196,547,1.8535727,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,847054.31,2020m6,-18.245623,1,1
MLI,location,2,wb,1,healthseeking,Rural,,6,2020,8.7299881,174,2.1460896,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,290793.97,2020m6,-34.898739,1,1
MLI,location,1,wb,1,fsec,Urban,,6,2020,25.819311,1219,1.2539902,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,1948122.6,2020m6,-18.299026,1,1
MLI,location,1,wb,1,healthseeking,Urban,,6,2020,9.9180984,397,1.5020533,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,753774.44,2020m6,-36.009644,1,1
MLI,location,2,wb,1,remotelearning,Rural,,6,2020,77.578796,388,2.1200471,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,1765415.3,2020m6,,,
MLI,location,2,wb,1,govtsupport,Rural,,6,2020,97.543739,544,.66425836,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,3312613.5,2020m6,-1.4529467,1,1
MLI,location,1,wb,1,remotelearning,Urban,,6,2020,70.00248,861,1.5626085,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,3534994,2020m6,,,
MLI,location,1,wb,1,govtsupport,Urban,,6,2020,98.293427,1207,.37295002,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,7406350,2020m6,-2.4646521,1,1
MLI,poor,1,wb,1,fsec,Poor,,6,2020,25.06415,448,2.0498285,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,695022.63,2020m6,-12.346964,1,1
MLI,poor,0,wb,1,govtsupport,Non poor,,6,2020,97.876831,1307,.39889684,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,7985975.5,2020m6,-1.7205,2,1
MLI,poor,0,wb,1,remotelearning,Non poor,,6,2020,74.124321,922,1.4431,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,4008332.5,2020m6,,,
MLI,poor,0,wb,1,fsec,Non poor,,6,2020,25.357525,1318,1.1988188,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,2068665.1,2020m6,-22.470121,1,1
MLI,poor,1,wb,1,govtsupport,Poor,,6,2020,97.559601,444,.7331003,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,2704117,2020m6,-1.7830849,2,1
MLI,poor,0,wb,1,healthseeking,Non poor,,6,2020,6.1801605,424,1.170785,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,501635.34,2020m6,-28.047102,1,1
MLI,poor,1,wb,1,healthseeking,Poor,,6,2020,13.762589,147,2.8511591,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,387293.28,2020m6,-42.261276,1,1
MLI,poor,1,wb,1,remotelearning,Poor,,6,2020,77.51635,327,2.3121779,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,1486665.1,2020m6,,,
MLI,region,7,wb,1,remotelearning,Gao,MLI.2_1,6,2020,67.857147,28,8.9878979,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,111436.05,2020m6,,,
MLI,region,1,wb,1,remotelearning,Kayes,MLI.3_1,6,2020,76.811592,138,3.6056914,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,621695.88,2020m6,,,
MLI,region,9,wb,1,remotelearning,Bamako,MLI.1_1,6,2020,65.237015,443,2.2651367,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,1695000.9,2020m6,,,
MLI,region,2,wb,1,remotelearning,Koulikoro,MLI.5_1,6,2020,77.142853,140,3.5616515,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,633425.94,2020m6,,,
MLI,region,6,wb,1,remotelearning,Tombouctou,MLI.9_1,6,2020,76.190475,42,6.6517172,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,187681.77,2020m6,,,
MLI,region,8,wb,1,remotelearning,Kidal,MLI.4_1,6,2020,,5,20,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,,2020m6,,,
MLI,region,3,wb,1,remotelearning,Sikasso,MLI.8_1,6,2020,72.959183,196,3.1807723,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,838702.94,2020m6,,,
MLI,region,4,wb,1,remotelearning,SéGou,MLI.7_1,6,2020,78.417267,139,3.5020273,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,639291,2020m6,,,
MLI,region,5,wb,1,remotelearning,Mopti,MLI.6_1,6,2020,75.423729,118,3.9803298,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,521989.94,2020m6,,,
MLI,all,0,wb,2,healthseeking,National average,,7,2020,8.3763733,871,.93923038,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,1396679.4,2020m7,-35.17894,,1
MLI,all,0,wb,2,fsec,National average,,7,2020,19.508467,1935,.90106976,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,2336533.5,2020m7,-18.26923,,1
MLI,all,0,wb,2,govtsupport,National average,,7,2020,94.817696,1927,.50510079,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,11406268,2020m7,-1.7458439,,1
MLI,location,1,wb,2,healthseeking,Urban,,7,2020,7.5251389,576,1.1001078,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,829773.38,2020m7,-36.009644,1,1
MLI,location,2,wb,2,fsec,Rural,,7,2020,19.891401,649,1.5681398,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,799057.44,2020m7,-18.245623,1,1
MLI,location,2,wb,2,govtsupport,Rural,,7,2020,95.300446,648,.83200049,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,3855160,2020m7,-1.4529467,1,1
MLI,location,2,wb,2,healthseeking,Rural,,7,2020,8.7146454,295,1.6449461,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,492146.34,2020m7,-34.898739,1,1
MLI,location,1,wb,2,fsec,Urban,,7,2020,18.563852,1286,1.0846537,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,1477668.4,2020m7,-18.299026,1,1
MLI,location,1,wb,2,govtsupport,Urban,,7,2020,93.624817,1279,.68340206,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,7475392.5,2020m7,-2.4646521,1,1
MLI,poor,0,wb,2,fsec,Non poor,,7,2020,16.028782,1419,.97426558,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,1407832.1,2020m7,-22.470121,1,1
MLI,poor,1,wb,2,govtsupport,Poor,,7,2020,95.195778,514,.94419527,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,3054592.8,2020m7,-1.7830849,2,1
MLI,poor,1,wb,2,fsec,Poor,,7,2020,25.411194,516,1.9184291,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,811601.19,2020m7,-12.346964,1,1
MLI,poor,0,wb,2,healthseeking,Non poor,,7,2020,9.6696396,627,1.1812311,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,1160647.5,2020m7,-28.047102,1,1
MLI,poor,1,wb,2,healthseeking,Poor,,7,2020,6.2492828,244,1.552742,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,291905.66,2020m7,-42.261276,1,1
MLI,poor,0,wb,2,govtsupport,Non poor,,7,2020,94.594162,1413,.60179192,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,8344090,2020m7,-1.7205,2,1
MLI,all,0,wb,3,healthseeking,National average,,8,2020,3.4577789,1290,.5088982,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,853904.75,2020m8,-35.17894,,1
MLI,all,0,wb,3,govtsupport,National average,,8,2020,94.406303,1897,.52775323,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,11179974,2020m8,-1.7458439,,1
MLI,all,0,wb,3,fsec,National average,,8,2020,14.999564,1901,.81916821,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,1764934.8,2020m8,-18.26923,,1
MLI,location,2,wb,3,healthseeking,Rural,,8,2020,2.8307953,444,.78798288,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,240610.16,2020m8,-34.898739,1,1
MLI,location,1,wb,3,healthseeking,Urban,,8,2020,5.005043,846,.75011128,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,810589,2020m8,-36.009644,1,1
MLI,location,1,wb,3,govtsupport,Urban,,8,2020,93.565758,1259,.69177812,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,7353856,2020m8,-2.4646521,1,1
MLI,location,1,wb,3,fsec,Urban,,8,2020,15.011897,1262,1.0058641,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,1172635,2020m8,-18.299026,1,1
MLI,location,2,wb,3,govtsupport,Rural,,8,2020,94.749992,638,.88368994,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,3773743.3,2020m8,-1.4529467,1,1
MLI,location,2,wb,3,fsec,Rural,,8,2020,14.994522,639,1.4134467,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,593063.75,2020m8,-18.245623,1,1
MLI,poor,0,wb,3,fsec,Non poor,,8,2020,12.84632,1400,.89458865,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,1113203.9,2020m8,-22.470121,1,1
MLI,poor,0,wb,3,govtsupport,Non poor,,8,2020,94.56617,1397,.60670584,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,8247165,2020m8,-1.7205,2,1
MLI,poor,1,wb,3,govtsupport,Poor,,8,2020,94.141769,500,1.0512936,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,2938494,2020m8,-1.7830849,2,1
MLI,poor,1,wb,3,healthseeking,Poor,,8,2020,3.5542831,334,1.0146011,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,227258.95,2020m8,-42.261276,1,1
MLI,poor,1,wb,3,fsec,Poor,,8,2020,18.571766,501,1.7391182,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,575915.63,2020m8,-12.346964,1,1
MLI,poor,0,wb,3,healthseeking,Non poor,,8,2020,3.4017334,956,.58658773,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,622559.25,2020m8,-28.047102,1,1
MLI,region,9,wb,3,govtsupport,Bamako,MLI.1_1,8,2020,93.827164,567,1.0115761,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,3321116.5,2020m8,,,
MLI,region,5,wb,3,govtsupport,Mopti,MLI.6_1,8,2020,91.203705,216,1.9316878,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,1229811.9,2020m8,,,
MLI,region,3,wb,3,govtsupport,Sikasso,MLI.8_1,8,2020,94.055946,286,1.4005936,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,1679286.4,2020m8,,,
MLI,region,6,wb,3,govtsupport,Tombouctou,MLI.9_1,8,2020,92.68293,82,2.8935173,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,474445.22,2020m8,,,
MLI,region,2,wb,3,govtsupport,Koulikoro,MLI.5_1,8,2020,92.888885,225,1.7172227,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,1304724.3,2020m8,,,
MLI,region,7,wb,3,govtsupport,Gao,MLI.2_1,8,2020,94.444443,54,3.1464007,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,318377.69,2020m8,,,
MLI,region,8,wb,3,govtsupport,Kidal,MLI.4_1,8,2020,,17,0,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,,2020m8,,,
MLI,region,1,wb,3,govtsupport,Kayes,MLI.3_1,8,2020,90.128754,233,1.9582748,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,1310967,2020m8,,,
MLI,region,4,wb,3,govtsupport,SéGou,MLI.7_1,8,2020,99.539169,217,.4608295,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,1348423.1,2020m8,,,
MLI,all,0,wb,4,fsec,National average,,9,2020,14.991341,1901,.81898326,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,1763967.1,2020m9,-18.26923,,1
MLI,all,0,wb,4,healthseeking,National average,,9,2020,3.392067,1292,.50382,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,838975.81,2020m9,-35.17894,,1
MLI,location,2,wb,4,healthseeking,Rural,,9,2020,3.6719131,453,.88461363,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,318429.38,2020m9,-34.898739,1,1
MLI,location,1,wb,4,fsec,Urban,,9,2020,15.058556,1262,1.0071495,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,1176279.6,2020m9,-18.299026,1,1
MLI,location,2,wb,4,fsec,Rural,,9,2020,14.963543,639,1.4122431,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,591838.5,2020m9,-18.245623,1,1
MLI,location,1,wb,4,healthseeking,Urban,,9,2020,2.6854248,839,.5584358,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,431317.88,2020m9,-36.009644,1,1
MLI,poor,1,wb,4,healthseeking,Poor,,9,2020,3.8285294,336,1.0483756,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,246259.94,2020m9,-42.261276,1,1
MLI,poor,0,wb,4,healthseeking,Non poor,,9,2020,3.1382141,956,.56417751,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,574331.94,2020m9,-28.047102,1,1
MLI,poor,0,wb,4,fsec,Non poor,,9,2020,12.908007,1400,.89641654,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,1118549.3,2020m9,-22.470121,1,1
MLI,poor,1,wb,4,fsec,Poor,,9,2020,18.437544,501,1.7342499,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,571753.38,2020m9,-12.346964,1,1
MLI,region,5,wb,4,fsec,Mopti,MLI.6_1,9,2020,20.095694,209,2.778465,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,259966.41,2020m9,,,
MLI,region,1,wb,4,fsec,Kayes,MLI.3_1,9,2020,15.837104,221,2.4614265,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,216638.66,2020m9,,,
MLI,region,2,wb,4,fsec,Koulikoro,MLI.5_1,9,2020,12.785388,219,2.2616394,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,173310.92,2020m9,,,
MLI,region,7,wb,4,fsec,Gao,MLI.2_1,9,2020,13.953488,43,5.3466702,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,37138.055,2020m9,,,
MLI,region,3,wb,4,fsec,Sikasso,MLI.8_1,9,2020,11.764706,272,1.9571633,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,198069.63,2020m9,,,
MLI,region,8,wb,4,fsec,Kidal,MLI.4_1,9,2020,,13,7.6923075,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,,2020m9,,,
MLI,region,4,wb,4,fsec,SéGou,MLI.7_1,9,2020,12.621359,206,2.3194168,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,160931.58,2020m9,,,
MLI,region,9,wb,4,fsec,Bamako,MLI.1_1,9,2020,15.355805,534,1.5616053,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,507553.47,2020m9,,,
MLI,region,6,wb,4,fsec,Tombouctou,MLI.9_1,9,2020,16.25,80,4.1505489,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,80465.789,2020m9,,,
MLI,all,0,wb,5,healthseeking,National average,,10,2020,2.4579773,1346,.42220506,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,633352.38,2020m10,-35.17894,,1
MLI,location,1,wb,5,healthseeking,Urban,,10,2020,2.7430878,867,.55503601,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,455282.88,2020m10,-36.009644,1,1
MLI,location,2,wb,5,healthseeking,Rural,,10,2020,2.3489609,479,.69272691,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,215394.11,2020m10,-34.898739,1,1
MLI,poor,0,wb,5,healthseeking,Non poor,,10,2020,2.6688766,977,.51589948,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,499166.66,2020m10,-28.047102,1,1
MLI,poor,1,wb,5,healthseeking,Poor,,10,2020,2.1252365,369,.75182217,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,150126.08,2020m10,-42.261276,1,1
MLI,region,8,wb,5,healthseeking,Kidal,MLI.4_1,10,2020,,9,0,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,,2020m10,,,
MLI,region,4,wb,5,healthseeking,SéGou,MLI.7_1,10,2020,2.4242401,165,1.2009835,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,76574.133,2020m10,,,
MLI,region,7,wb,5,healthseeking,Gao,MLI.2_1,10,2020,0,33,0,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,0,2020m10,,,
MLI,region,9,wb,5,healthseeking,Bamako,MLI.1_1,10,2020,3.1830215,377,.90531933,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,229722.45,2020m10,,,
MLI,region,2,wb,5,healthseeking,Koulikoro,MLI.5_1,10,2020,2.9761887,168,1.3149562,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,95717.695,2020m10,,,
MLI,region,1,wb,5,healthseeking,Kayes,MLI.3_1,10,2020,1.3157883,152,.92731774,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,38287.066,2020m10,,,
