countrycode,group,groupvalue,sr,round,indicator,grouplabel,regid,month,year,value,ss,se,disagreggation,last,country,iso2,sp_pop_totl,regioncode,regionname,theme,abs,modate,rr,ip,trends
ARM,all,0,wb,1,schoolreturn,National average,,9,2020,6.654747,938,.81422067,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,34364.715,2020m9,,,
ARM,all,0,wb,1,remotelearning,National average,,9,2020,2.255455,912,.49193108,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,11647.034,2020m9,,,
ARM,all,0,wb,1,healthseeking,National average,,9,2020,13.112366,240,2.183336,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,94590.117,2020m9,,,
ARM,disability,1,wb,1,healthseeking,With disability,,9,2020,23.594406,26,8.4917479,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,18438.936,2020m9,,,
ARM,disability,1,wb,1,schoolreturn,With disability,,9,2020,15.331314,45,5.4315624,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,3798.1338,2020m9,,,
ARM,disability,0,wb,1,remotelearning,No disability,,9,2020,2.2203064,872,.49925461,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,10962.655,2020m9,,,
ARM,disability,1,wb,1,remotelearning,With disability,,9,2020,3.0174332,40,2.7392602,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,683.41418,2020m9,,,
ARM,disability,0,wb,1,healthseeking,No disability,,9,2020,12.003448,214,2.2268763,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,77209.945,2020m9,,,
ARM,disability,0,wb,1,schoolreturn,No disability,,9,2020,6.2184448,893,.80856913,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,30571.137,2020m9,,,
ARM,location,2,wb,1,remotelearning,Rural,,9,2020,2.4277191,477,.70543838,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,6556.9692,2020m9,,,
ARM,location,1,wb,1,healthseeking,Urban,,9,2020,11.099327,114,2.9550285,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,38032.508,2020m9,,,
ARM,location,1,wb,1,schoolreturn,Urban,,9,2020,6.4907837,443,1.1718302,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,15829.938,2020m9,,,
ARM,location,2,wb,1,healthseeking,Rural,,9,2020,15.565292,126,3.2425311,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,58949.656,2020m9,,,
ARM,location,1,wb,1,remotelearning,Urban,,9,2020,2.1342316,435,.69373095,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,5256.748,2020m9,,,
ARM,location,2,wb,1,schoolreturn,Rural,,9,2020,6.8800964,495,1.1388198,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,18748.998,2020m9,,,
ARM,region,9,wb,1,remotelearning,Syuniq,ARM.9_1,9,2020,0,87,0,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,0,2020m9,,,
ARM,region,6,wb,1,schoolreturn,Kotayq,ARM.6_1,9,2020,2.5641022,78,1.8012825,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,1101.0531,2020m9,,,
ARM,region,3,wb,1,healthseeking,Armavir,ARM.3_1,9,2020,25.925926,27,8.5943604,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,21040.279,2020m9,,,
ARM,region,10,wb,1,schoolreturn,Tavush,ARM.10_1,9,2020,2.9702988,101,1.6976662,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,1651.5808,2020m9,,,
ARM,region,4,wb,1,healthseeking,Aragatsotn,ARM.1_1,9,2020,,20,9.9339924,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,,2020m9,,,
ARM,region,8,wb,1,healthseeking,Shirak,ARM.8_1,9,2020,,21,7.8246078,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,,2020m9,,,
ARM,region,7,wb,1,remotelearning,Lory,ARM.7_1,9,2020,1.2345657,81,1.2345679,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,566.22046,2020m9,,,
ARM,region,8,wb,1,remotelearning,Shirak,ARM.8_1,9,2020,2.8169022,71,1.9775714,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,1132.4434,2020m9,,,
ARM,region,10,wb,1,remotelearning,Tavush,ARM.10_1,9,2020,2.0833359,96,1.4653653,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,1132.4443,2020m9,,,
ARM,region,1,wb,1,schoolreturn,Yerevan,ARM.4_1,9,2020,9.1743088,109,2.7776608,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,5505.2646,2020m9,,,
ARM,region,10,wb,1,healthseeking,Tavush,ARM.10_1,9,2020,,18,10.083169,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,,2020m9,,,
ARM,region,9,wb,1,schoolreturn,Syuniq,ARM.9_1,9,2020,4.5454559,88,2.2331986,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,2202.1072,2020m9,,,
ARM,region,6,wb,1,remotelearning,Kotayq,ARM.6_1,9,2020,2.5974045,77,1.8245178,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,1132.4437,2020m9,,,
ARM,region,6,wb,1,healthseeking,Kotayq,ARM.6_1,9,2020,,21,8.7805185,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,,2020m9,,,
ARM,region,8,wb,1,schoolreturn,Shirak,ARM.8_1,9,2020,5.6338043,71,2.7558782,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,2202.1072,2020m9,,,
ARM,region,3,wb,1,schoolreturn,Armavir,ARM.3_1,9,2020,7.6923065,78,3.0367002,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,3303.1592,2020m9,,,
ARM,region,9,wb,1,healthseeking,Syuniq,ARM.9_1,9,2020,,21,7.8246078,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,,2020m9,,,
ARM,region,1,wb,1,remotelearning,Yerevan,ARM.4_1,9,2020,5.6603775,106,2.2551484,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,3397.3291,2020m9,,,
ARM,region,5,wb,1,healthseeking,Gegharquniq,ARM.5_1,9,2020,17.85714,28,7.3707047,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,15028.769,2020m9,,,
ARM,region,4,wb,1,schoolreturn,Aragatsotn,ARM.1_1,9,2020,12.941177,85,3.6622977,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,6055.7935,2020m9,,,
ARM,region,11,wb,1,schoolreturn,Vayoc Dzor,ARM.11_1,9,2020,10.447762,67,3.7651117,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,3853.6868,2020m9,,,
ARM,region,11,wb,1,remotelearning,Vayoc Dzor,ARM.11_1,9,2020,3.0769196,65,2.1586485,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,1132.4417,2020m9,,,
ARM,region,2,wb,1,remotelearning,Ararat,ARM.2_1,9,2020,4.2857132,70,2.4382343,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,1698.6639,2020m9,,,
ARM,region,5,wb,1,remotelearning,Gegharquniq,ARM.5_1,9,2020,.99009705,101,.99009901,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,566.2204,2020m9,,,
ARM,region,3,wb,1,remotelearning,Armavir,ARM.3_1,9,2020,3.8461533,78,2.1915495,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,1698.6643,2020m9,,,
ARM,region,4,wb,1,remotelearning,Aragatsotn,ARM.1_1,9,2020,1.25,80,1.25,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,566.2215,2020m9,,,
ARM,region,2,wb,1,healthseeking,Ararat,ARM.2_1,9,2020,,21,6.5638328,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,,2020m9,,,
ARM,region,7,wb,1,schoolreturn,Lory,ARM.7_1,9,2020,7.2289124,83,2.859802,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,3303.1584,2020m9,,,
ARM,region,5,wb,1,schoolreturn,Gegharquniq,ARM.5_1,9,2020,5.7142868,105,2.2760787,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,3303.1606,2020m9,,,
ARM,region,2,wb,1,schoolreturn,Ararat,ARM.2_1,9,2020,9.5890427,73,3.4700191,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,ed,3853.6873,2020m9,,,
ARM,region,1,wb,1,healthseeking,Yerevan,ARM.4_1,9,2020,8,25,5.5377493,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,6011.5083,2020m9,,,
ARM,region,11,wb,1,healthseeking,Vayoc Dzor,ARM.11_1,9,2020,,15,6.6666665,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,,2020m9,,,
ARM,region,7,wb,1,healthseeking,Lory,ARM.7_1,9,2020,,23,6.0073853,1,1,Armenia,AM,2963000,ECS,Europe and Central Asia,hn,,2020m9,,,
BFA,all,0,wb,1,remotelearning,National average,,7,2020,12.405899,1599,.82463771,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,1135548.9,2020m7,12.393631,,1
BFA,location,1,wb,1,remotelearning,Urban,,7,2020,7.9534149,1152,.79752272,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,524487.56,2020m7,6.0201149,2,1
BFA,location,2,wb,1,remotelearning,Rural,,7,2020,14.473442,447,1.665977,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,370346.69,2020m7,12.651799,2,1
BFA,all,0,wb,2,healthseeking,National average,,8,2020,2.2541275,920,.48964423,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,241374.44,2020m8,5.4335093,,1
BFA,all,0,wb,2,fsec,National average,,8,2020,60.991825,1457,1.2783004,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,6705969.5,2020m8,-24.171499,,1
BFA,all,0,wb,2,govtsupport,National average,,8,2020,97.760719,1988,.3319234,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,10468324,2020m8,-.16756058,,1
BFA,all,0,wb,2,remotelearning,National average,,8,2020,25.573494,1264,1.2276008,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,1850402.6,2020m8,12.393631,,1
BFA,location,1,wb,2,govtsupport,Urban,,8,2020,99.319107,1324,.22608736,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,7082999,2020m8,-.017428398,2,1
BFA,location,1,wb,2,remotelearning,Urban,,8,2020,20.136063,833,1.3902758,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,960171.13,2020m8,6.0201149,2,1
BFA,location,1,wb,2,healthseeking,Urban,,8,2020,3.8138504,566,.80577511,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,251249.41,2020m8,-16.081848,2,1
BFA,location,2,wb,2,govtsupport,Rural,,8,2020,96.996582,664,.66287142,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,3469132.5,2020m8,-.17440319,2,1
BFA,location,2,wb,2,healthseeking,Rural,,8,2020,1.6677704,354,.68159842,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,68717.047,2020m8,15.660843,2,1
BFA,location,1,wb,2,fsec,Urban,,8,2020,50.4561,893,1.6740541,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,3400130.3,2020m8,-21.665373,1,1
BFA,location,2,wb,2,fsec,Rural,,8,2020,64.820854,564,2.0125461,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,2758825.5,2020m8,-24.794092,1,1
BFA,location,2,wb,2,remotelearning,Rural,,8,2020,28.34433,431,2.1733224,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,699314.5,2020m8,12.651799,2,1
BFA,poor,1,wb,2,govtsupport,Poor,,8,2020,97.708466,611,.60584867,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,3215657.8,2020m8,-.35611391,2,1
BFA,poor,1,wb,2,remotelearning,Poor,,8,2020,23.810036,403,2.1243002,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,549280.5,2020m8,9.3665009,2,1
BFA,poor,0,wb,2,remotelearning,Non poor,,8,2020,26.836685,861,1.5109911,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,1322699.3,2020m8,-6.7651272,2,1
BFA,poor,1,wb,2,fsec,Poor,,8,2020,60.641254,520,2.1444752,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,2379588.8,2020m8,-22.55197,1,1
BFA,poor,0,wb,2,govtsupport,Non poor,,8,2020,97.796707,1377,.39572096,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,7253616,2020m8,.034463406,2,1
BFA,poor,0,wb,2,healthseeking,Non poor,,8,2020,2.2290649,617,.59480673,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,160078.44,2020m8,-1.4318212,2,1
BFA,poor,1,wb,2,healthseeking,Poor,,8,2020,2.2864914,303,.86011916,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,80637.516,2020m8,9.686985,2,1
BFA,poor,0,wb,2,fsec,Non poor,,8,2020,61.288464,937,1.5921048,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,4333599,2020m8,-25.632971,1,1
BFA,all,0,wb,3,healthseeking,National average,,10,2020,4.5839157,1132,.62186754,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,603959.75,2020m10,5.4335093,,1
BFA,all,0,wb,3,fsec,National average,,10,2020,53.84322,1419,1.3238695,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,5765590.5,2020m10,-24.171499,,1
BFA,all,0,wb,3,govtsupport,National average,,10,2020,93.154335,2013,.56298316,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,10100509,2020m10,-.16756058,,1
BFA,location,2,wb,3,fsec,Rural,,10,2020,57.985237,556,2.0951407,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,2432890.8,2020m10,-24.794092,1,1
BFA,location,2,wb,3,healthseeking,Rural,,10,2020,4.6390839,404,1.0477287,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,218141.63,2020m10,15.660843,2,1
BFA,location,1,wb,3,govtsupport,Urban,,10,2020,97.574669,1334,.4213458,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,7011151,2020m10,-.017428398,2,1
BFA,location,1,wb,3,fsec,Urban,,10,2020,42.554981,863,1.6840219,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,2771351.3,2020m10,-21.665373,1,1
BFA,location,2,wb,3,govtsupport,Rural,,10,2020,91.059845,679,1.0957742,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,3330374.8,2020m10,-.17440319,2,1
BFA,location,1,wb,3,healthseeking,Urban,,10,2020,4.4507523,728,.76482683,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,377128.84,2020m10,-16.081848,2,1
BFA,poor,1,wb,3,healthseeking,Poor,,10,2020,7.0903091,381,1.3166529,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,314423.59,2020m10,9.686985,2,1
BFA,poor,0,wb,3,govtsupport,Non poor,,10,2020,93.788696,1387,.64831334,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,7006859,2020m10,.034463406,2,1
BFA,poor,0,wb,3,healthseeking,Non poor,,10,2020,2.572731,751,.57810485,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,224884.36,2020m10,-1.4318212,2,1
BFA,poor,1,wb,3,fsec,Poor,,10,2020,55.448109,528,2.165066,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,2209281.5,2020m10,-22.55197,1,1
BFA,poor,1,wb,3,govtsupport,Poor,,10,2020,92.288086,626,1.0671216,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,3111833.8,2020m10,-.35611391,2,1
BFA,poor,0,wb,3,fsec,Non poor,,10,2020,52.40028,891,1.6740714,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,3523235.8,2020m10,-25.632971,1,1
BFA,all,0,wb,4,fsec,National average,,11,2020,32.935928,2009,1.048813,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,4993214.5,2020m11,-24.171499,,1
BFA,all,0,wb,4,healthseeking,National average,,11,2020,6.7205505,1224,.715949,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,957439.25,2020m11,5.4335093,,1
BFA,location,2,wb,4,fsec,Rural,,11,2020,37.185635,688,1.8439057,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,1930607.8,2020m11,-24.794092,1,1
BFA,location,1,wb,4,healthseeking,Urban,,11,2020,4.9367447,767,.78273046,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,440718.19,2020m11,-16.081848,2,1
BFA,location,2,wb,4,healthseeking,Rural,,11,2020,7.4349594,457,1.228515,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,395475.66,2020m11,15.660843,2,1
BFA,location,1,wb,4,fsec,Urban,,11,2020,23.961918,1321,1.1748688,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,2388662.5,2020m11,-21.665373,1,1
BFA,poor,0,wb,4,fsec,Non poor,,11,2020,30.037912,1377,1.2358252,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,3121289.8,2020m11,-25.632971,1,1
BFA,poor,1,wb,4,healthseeking,Poor,,11,2020,7.0169067,423,1.2434223,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,345470.53,2020m11,9.686985,2,1
BFA,poor,0,wb,4,healthseeking,Non poor,,11,2020,6.4868317,801,.87077862,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,604769.81,2020m11,-1.4318212,2,1
BFA,poor,1,wb,4,fsec,Poor,,11,2020,36.928757,632,1.9212477,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,1761214.1,2020m11,-22.55197,1,1
BFA,all,0,wb,5,fsec,National average,,12,2020,23.299479,3776,.68804014,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,6639090,2020m12,-24.171499,,1
BFA,all,0,wb,5,remotelearning,National average,,12,2020,28.153442,3401,.77131051,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,5481093.5,2020m12,12.393631,,1
BFA,all,0,wb,5,govtsupport,National average,,12,2020,97.107666,3781,.27258691,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,19776826,2020m12,-.16756058,,1
BFA,all,0,wb,5,healthseeking,National average,,12,2020,2.0496368,1924,.32311112,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,458993.91,2020m12,5.4335093,,1
BFA,location,1,wb,5,govtsupport,Urban,,12,2020,99.249916,2285,.18053916,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,12215543,2020m12,-.017428398,2,1
BFA,location,1,wb,5,remotelearning,Urban,,12,2020,14.356133,1983,.78761691,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,1629630.9,2020m12,6.0201149,2,1
BFA,location,2,wb,5,fsec,Rural,,12,2020,23.433401,1492,1.0969795,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,2638362.8,2020m12,-24.794092,1,1
BFA,location,1,wb,5,healthseeking,Urban,,12,2020,1.5620651,1170,.36267966,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,212720.8,2020m12,-16.081848,2,1
BFA,location,2,wb,5,healthseeking,Rural,,12,2020,2.2257385,754,.53759116,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,195330.67,2020m12,15.660843,2,1
BFA,location,2,wb,5,remotelearning,Rural,,12,2020,32.680214,1418,1.2460312,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,2652712.8,2020m12,12.651799,2,1
BFA,location,1,wb,5,fsec,Urban,,12,2020,22.934355,2284,.87987447,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,3952874.5,2020m12,-21.665373,1,1
BFA,location,2,wb,5,govtsupport,Rural,,12,2020,96.322273,1496,.48677969,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,7761662,2020m12,-.17440319,2,1
BFA,poor,0,wb,5,govtsupport,Non poor,,12,2020,97.931602,2235,.30111793,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,11789539,2020m12,.034463406,2,1
BFA,poor,1,wb,5,govtsupport,Poor,,12,2020,96.326515,1546,.47857243,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,8021428.5,2020m12,-.35611391,2,1
BFA,poor,0,wb,5,fsec,Non poor,,12,2020,22.582779,2230,.88563025,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,3800254.3,2020m12,-25.632971,1,1
BFA,poor,1,wb,5,fsec,Poor,,12,2020,23.978365,1546,1.0862108,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,2797431.3,2020m12,-22.55197,1,1
BFA,poor,1,wb,5,healthseeking,Poor,,12,2020,2.6979218,795,.57499683,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,249644.17,2020m12,9.686985,2,1
BFA,poor,0,wb,5,healthseeking,Non poor,,12,2020,1.3400116,1129,.34234962,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,176087.06,2020m12,-1.4318212,2,1
BFA,poor,1,wb,5,remotelearning,Poor,,12,2020,34.631622,1510,1.2248296,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,2993497.3,2020m12,9.3665009,2,1
BFA,poor,0,wb,5,remotelearning,Non poor,,12,2020,20.474182,1891,.92816764,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,2216293,2020m12,-6.7651272,2,1
BFA,region,6,wb,5,govtsupport,Centre-Ouest,BFA.5_1,12,2020,99.111115,225,.6271348,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,1201161.1,2020m12,,,
BFA,region,10,wb,5,healthseeking,Nord,BFA.10_1,12,2020,4.3103485,116,1.8938239,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,58196.293,2020m12,,,
BFA,region,1,wb,5,remotelearning,Boucle Du Mouhoun,BFA.1_1,12,2020,23.660713,224,2.8460042,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,303392.56,2020m12,,,
BFA,region,2,wb,5,fsec,Cascades,BFA.2_1,12,2020,16.309013,233,2.4255443,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,286756.97,2020m12,,,
BFA,region,4,wb,5,fsec,Centre-Est,BFA.3_1,12,2020,22.5,320,2.3380122,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,543329,2020m12,,,
BFA,region,8,wb,5,fsec,Est,BFA.8_1,12,2020,24.489796,245,2.7529638,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,452774.16,2020m12,,,
BFA,region,11,wb,5,govtsupport,Plateau-Central,BFA.11_1,12,2020,97.647057,255,.95108265,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,1341206.8,2020m12,,,
BFA,region,1,wb,5,healthseeking,Boucle Du Mouhoun,BFA.1_1,12,2020,.74626923,134,.74626863,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,11639.258,2020m12,,,
BFA,region,5,wb,5,fsec,Centre-Nord,BFA.4_1,12,2020,16.455696,316,2.0891099,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,392404.28,2020m12,,,
BFA,region,11,wb,5,remotelearning,Plateau-Central,BFA.11_1,12,2020,22.362869,237,2.7123299,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,303392.59,2020m12,,,
BFA,region,4,wb,5,remotelearning,Centre-Est,BFA.3_1,12,2020,26.936028,297,2.5785322,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,457951.06,2020m12,,,
BFA,region,2,wb,5,healthseeking,Cascades,BFA.2_1,12,2020,2.9411774,136,1.4541565,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,46557.012,2020m12,,,
BFA,region,2,wb,5,remotelearning,Cascades,BFA.2_1,12,2020,18.867928,212,2.693501,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,228975.58,2020m12,,,
BFA,region,10,wb,5,govtsupport,Nord,BFA.10_1,12,2020,100,261,0,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,1405843.3,2020m12,,,
BFA,region,12,wb,5,govtsupport,Sahel,BFA.12_1,12,2020,85.784317,204,2.4509804,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,942615.25,2020m12,,,
BFA,region,13,wb,5,fsec,Sud-Ouest,BFA.13_1,12,2020,17.51152,217,2.586019,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,286756.97,2020m12,,,
BFA,region,12,wb,5,fsec,Sahel,BFA.12_1,12,2020,31.862745,204,3.2702873,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,490505.34,2020m12,,,
BFA,region,7,wb,5,healthseeking,Centre-Sud,BFA.6_1,12,2020,2,100,1.407053,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,23278.496,2020m12,,,
BFA,region,3,wb,5,remotelearning,Centre,BFA.7_1,12,2020,13.162704,547,1.4468696,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,412155.94,2020m12,,,
BFA,region,6,wb,5,remotelearning,Centre-Ouest,BFA.5_1,12,2020,21.21212,198,2.9126523,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,240424.3,2020m12,,,
BFA,region,8,wb,5,govtsupport,Est,BFA.8_1,12,2020,99.18367,245,.57604599,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,1308888.5,2020m12,,,
BFA,region,4,wb,5,healthseeking,Centre-Est,BFA.3_1,12,2020,2.2471924,178,1.1140329,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,46557.023,2020m12,,,
BFA,region,12,wb,5,healthseeking,Sahel,BFA.12_1,12,2020,0,100,0,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,0,2020m12,,,
BFA,region,5,wb,5,remotelearning,Centre-Nord,BFA.4_1,12,2020,30.405403,296,2.6782563,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,515194.94,2020m12,,,
BFA,region,9,wb,5,govtsupport,Hauts Bassins,BFA.9_1,12,2020,100,408,0,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,2197640,2020m12,,,
BFA,region,2,wb,5,govtsupport,Cascades,BFA.2_1,12,2020,98.283264,233,.85280126,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,1233479.4,2020m12,,,
